,drugname_brand,drugname_generic,anatomical,therapeutic,pharmacologic,chemical,substance,name
1183,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1184,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT,HYDROCORTISONE,HYDROCORTISONE CAPROATE
1185,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE
1186,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE ACETATE
1187,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1188,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1189,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
1190,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE SUCCINATE
1191,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE BUTYRATE
1192,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE PROBUTATE
1193,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE VALERATE
1194,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE HEMISUCCINATE
1195,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1196,PROCTOCREAM-HC,HYDROCORTISONE,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,CORTICOSTEROIDS ACTING LOCALLY,HYDROCORTISONE,HYDROCORTISONE CAPROATE
1197,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE
1198,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE ACETATE
1199,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1200,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1201,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
1202,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE SUCCINATE
1203,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE BUTYRATE
1204,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE PROBUTATE
1205,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE VALERATE
1206,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE HEMISUCCINATE
1207,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1208,PROCTOCREAM-HC,HYDROCORTISONE,CARDIOVASCULAR SYSTEM,VASOPROTECTIVES,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE CAPROATE
1209,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE
1210,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE ACETATE
1211,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1212,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1213,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
1214,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE SUCCINATE
1215,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE BUTYRATE
1216,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE PROBUTATE
1217,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE VALERATE
1218,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE HEMISUCCINATE
1219,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1220,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, WEAK (GROUP I)",HYDROCORTISONE,HYDROCORTISONE CAPROATE
1221,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE
1222,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE ACETATE
1223,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1224,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1225,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
1226,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE SUCCINATE
1227,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE BUTYRATE
1228,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE PROBUTATE
1229,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE VALERATE
1230,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE HEMISUCCINATE
1231,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1232,PROCTOCREAM-HC,HYDROCORTISONE,DERMATOLOGICALS,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS",HYDROCORTISONE,HYDROCORTISONE CAPROATE
1233,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE
1234,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE ACETATE
1235,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1236,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1237,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
1238,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE SUCCINATE
1239,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE BUTYRATE
1240,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE PROBUTATE
1241,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE VALERATE
1242,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE HEMISUCCINATE
1243,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1244,PROCTOCREAM-HC,HYDROCORTISONE,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",GLUCOCORTICOIDS,HYDROCORTISONE,HYDROCORTISONE CAPROATE
1245,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE
1246,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE ACETATE
1247,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1248,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1249,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
1250,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE SUCCINATE
1251,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE BUTYRATE
1252,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE PROBUTATE
1253,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE VALERATE
1254,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE HEMISUCCINATE
1255,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1256,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS,"CORTICOSTEROIDS, PLAIN",HYDROCORTISONE,HYDROCORTISONE CAPROATE
1257,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE
1258,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE ACETATE
1259,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1260,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1261,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
1262,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE SUCCINATE
1263,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE BUTYRATE
1264,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE PROBUTATE
1265,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE VALERATE
1266,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE HEMISUCCINATE
1267,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE ACEPONATE
1268,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION,HYDROCORTISONE,HYDROCORTISONE CAPROATE
1269,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE
1270,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE ACETATE
1271,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE CYPIONATE
1272,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE SODIUM PHOSPHATE
1273,PROCTOCREAM-HC,HYDROCORTISONE,SENSORY ORGANS,OTOLOGICALS,CORTICOSTEROIDS,CORTICOSTEROIDS,HYDROCORTISONE,HYDROCORTISONE SODIUM SUCCINATE
